node_id,node_label,node_type,area,map_x,map_y,level,importance,is_map_visible,connectable,movement_role,permanent_status,permanent_status_at_jst,permanent_status_by,permanent_status_source,permanent_status_note
#480:c-14,c-14,都市,#480,649,249,,8,TRUE,TRUE,target_only,destroyed,2026/05/28 12:20,,legacy_management_table,都市破壊ログ 2026/05/28 12:20:01 / #480 X:649 Y:249 Lv.2都市 / 攻撃側 #509[SsQ] / 防衛側 #480[CDF8] / 宝箱×5 / 破壊済み・復活なし
#480:c-16,c-16,都市,#480,749,249,,8,TRUE,TRUE,target_only,destroyed,2026/05/28 12:17,,legacy_management_table,都市破壊ログ 2026/05/28 12:17:50 / #480 X:749 Y:249 Lv.2都市 / 攻撃側 #509[SsQ] / 防衛側 #480[CDF8] / 宝箱×5 / 破壊済み・復活なし
#480:C-19,C-19,漁場,#480,899,199,,3,TRUE,TRUE,transit,active,,,,
#480:c-2,c-2,都市,#480,49,249,,8,TRUE,TRUE,target_only,active,,,,
#480:c-20,c-20,都市,#480,949,249,,8,TRUE,TRUE,target_only,active,,,,
#480:C-21,C-21,漁場,#480,978,199,,3,TRUE,TRUE,transit,active,,,,
#480:C-3,C-3,漁場,#480,99,199,,3,TRUE,TRUE,transit,active,,,,
#480:c-4,c-4,都市,#480,149,249,,8,TRUE,TRUE,target_only,active,,,,
#480:c-6,c-6,都市,#480,249,249,,8,TRUE,TRUE,target_only,destroyed,2026/05/28 12:11,,legacy_management_table,都市破壊ログ 2026/05/28 12:11:30 / #480 X:249 Y:249 Lv.2都市 / 攻撃側 #440[BAJ] / 防衛側 #480[BgNa] / 宝箱×5 / 破壊済み・復活なし
#480:c-8,c-8,都市,#480,349,249,,8,TRUE,TRUE,target_only,active,,,,
#480:C-9,C-9,漁場,#480,399,199,,3,TRUE,TRUE,transit,active,,,,
#480:D-11,D-11,漁場,#480,499,299,,3,TRUE,TRUE,transit,active,,,,
#480:d-18,d-18,都市,#480,849,349,,8,TRUE,TRUE,target_only,active,,,,
#480:D-19,D-19,漁場,#480,899,299,,3,TRUE,TRUE,transit,active,,,,
#480:d-2,d-2,都市,#480,49,349,,8,TRUE,TRUE,target_only,active,,,,
#480:d-20,d-20,都市,#480,949,349,,8,TRUE,TRUE,target_only,active,,,,
#480:D-21,D-21,漁場,#480,978,299,,3,TRUE,TRUE,transit,active,,,,
#480:D-9,D-9,漁場,#480,399,299,,3,TRUE,TRUE,transit,active,,,,
#480:e-10,e-10,都市,#480,449,449,,8,TRUE,TRUE,target_only,active,,,,
#480:E-11,E-11,漁場,#480,499,399,,3,TRUE,TRUE,transit,active,,,,
#480:e-12,e-12,都市,#480,549,449,,8,TRUE,TRUE,target_only,active,,,,
#480:E-13,E-13,漁場,#480,599,399,,3,TRUE,TRUE,transit,active,,,,
#480:e-14,e-14,都市,#480,649,449,,8,TRUE,TRUE,target_only,destroyed,2026/05/30 12:02,,legacy_management_table,都市破壊OCR IMG_1431.PNG / 2026/05/30 12:02:19 / #480 X:649 Y:449 Lv.3都市 / 攻撃側 #509[SsQ] / 防衛側 #480[CDf8] / 宝箱×10 / 青表示=味方破壊成功 / 破壊済み・復活なし
#480:E-15,E-15,漁場,#480,699,399,,3,TRUE,TRUE,transit,active,,,,
#480:E-17,E-17,漁場,#480,799,399,,3,TRUE,TRUE,transit,active,,,,
#480:E-19,E-19,漁場,#480,899,399,,3,TRUE,TRUE,transit,active,,,,
#480:e-2,e-2,都市,#480,49,449,,8,TRUE,TRUE,target_only,active,,,,
#480:e-20,e-20,都市,#480,949,449,,8,TRUE,TRUE,target_only,active,,,,
#480:E-21,E-21,漁場,#480,978,399,,3,TRUE,TRUE,transit,active,,,,
#480:E-3,E-3,漁場,#480,99,399,,3,TRUE,TRUE,transit,active,,,,
#480:E-9,E-9,漁場,#480,399,399,,3,TRUE,TRUE,transit,active,,,,
#480:f-10,f-10,都市,#480,449,549,,8,TRUE,TRUE,target_only,active,,,,
#480:F-11,F-11,漁場,#480,499,499,,3,TRUE,TRUE,transit,active,,,,
#480:f-12,f-12,都市,#480,549,549,,8,TRUE,TRUE,target_only,active,,,,
#480:F-13,F-13,漁場,#480,599,499,,3,TRUE,TRUE,transit,active,,,,
#480:f-16,f-16,都市,#480,749,549,,8,TRUE,TRUE,target_only,active,,,,
#480:F-17,F-17,漁場,#480,799,499,,3,TRUE,TRUE,transit,active,,,,
#480:F-19,F-19,漁場,#480,899,499,,3,TRUE,TRUE,transit,active,,,,
#480:f-20,f-20,都市,#480,949,549,,8,TRUE,TRUE,target_only,active,,,,
#480:F-21,F-21,漁場,#480,978,499,,3,TRUE,TRUE,transit,active,,,,
#480:G-11,G-11,漁場,#480,499,599,,3,TRUE,TRUE,transit,active,,,,
#480:G-13,G-13,漁場,#480,599,599,,3,TRUE,TRUE,transit,active,,,,
#480:G-15,G-15,漁場,#480,699,599,,3,TRUE,TRUE,transit,active,,,,
#480:g-16,g-16,都市,#480,749,649,,8,TRUE,TRUE,target_only,active,,,,
#480:g-18,g-18,都市,#480,849,649,,8,TRUE,TRUE,target_only,active,,,,
#480:G-19,G-19,漁場,#480,899,599,,3,TRUE,TRUE,transit,active,,,,
#480:g-2,g-2,都市,#480,49,649,,8,TRUE,TRUE,target_only,active,,,,
#480:G-21,G-21,漁場,#480,978,599,,3,TRUE,TRUE,transit,active,,,,
#480:g-4,g-4,都市,#480,149,649,,8,TRUE,TRUE,target_only,active,,,,
#480:G-9,G-9,漁場,#480,399,599,,3,TRUE,TRUE,transit,active,,,,
#480:h-10,h-10,都市,#480,449,749,,8,TRUE,TRUE,target_only,active,,,,
#480:H-11,H-11,漁場,#480,499,699,,3,TRUE,TRUE,transit,active,,,,
#480:h-12,h-12,都市,#480,549,749,,8,TRUE,TRUE,target_only,active,,,,
#480:h-14,h-14,都市,#480,649,749,,8,TRUE,TRUE,target_only,active,,,,
#480:H-15,H-15,漁場,#480,699,699,,3,TRUE,TRUE,transit,active,,,,
#480:h-16,h-16,都市,#480,749,749,,8,TRUE,TRUE,target_only,active,,,,
#480:H-17,H-17,漁場,#480,799,699,,3,TRUE,TRUE,transit,active,,,,
#480:h-18,h-18,都市,#480,849,749,,8,TRUE,TRUE,target_only,active,,,,
#480:H-19,H-19,漁場,#480,899,699,,3,TRUE,TRUE,transit,active,,,,
#480:H-3,H-3,漁場,#480,99,699,,3,TRUE,TRUE,transit,active,,,,
#480:H-5,H-5,漁場,#480,199,699,,3,TRUE,TRUE,transit,active,,,,
#480:h-6,h-6,都市,#480,249,749,,8,TRUE,TRUE,target_only,active,,,,
#480:h-8,h-8,都市,#480,349,749,,8,TRUE,TRUE,target_only,active,,,,
#480:i-10,i-10,都市,#480,449,849,,8,TRUE,TRUE,target_only,active,,,,
#480:I-11,I-11,漁場,#480,499,799,,3,TRUE,TRUE,transit,active,,,,
#480:i-12,i-12,都市,#480,549,849,,8,TRUE,TRUE,target_only,active,,,,
#480:i-14,i-14,都市,#480,649,849,,8,TRUE,TRUE,target_only,active,,,,
#480:I-15,I-15,漁場,#480,699,799,,3,TRUE,TRUE,transit,active,,,,
#480:i-16,i-16,都市,#480,749,849,,8,TRUE,TRUE,target_only,active,,,,
#480:I-17,I-17,漁場,#480,799,799,,3,TRUE,TRUE,transit,active,,,,
#480:i-18,i-18,都市,#480,849,849,,8,TRUE,TRUE,target_only,active,,,,
#480:I-19,I-19,漁場,#480,899,799,,3,TRUE,TRUE,transit,active,,,,
#480:i-2,i-2,都市,#480,49,849,,8,TRUE,TRUE,target_only,destroyed,2026/05/30 12:19,,legacy_management_table,都市破壊OCR IMG_1435.PNG / 2026/05/30 12:19:06 / #480 X:49 Y:849 Lv.1都市 / 攻撃側 #509[FHX] / 防衛側 #480[RCON] / 宝箱×2 / 青表示=味方破壊成功 / 破壊済み・復活なし
#480:i-20,i-20,都市,#480,949,849,,8,TRUE,TRUE,target_only,active,,,,
#480:I-3,I-3,漁場,#480,99,799,,3,TRUE,TRUE,transit,active,,,,
#480:i-6,i-6,都市,#480,249,849,,8,TRUE,TRUE,target_only,active,,,,
#480:i-8,i-8,都市,#480,349,849,,8,TRUE,TRUE,target_only,active,,,,
#480:J-1,J-1,漁場,#480,20,899,,3,TRUE,TRUE,transit,active,,,,
#480:j-10,j-10,都市,#480,449,949,,8,TRUE,TRUE,target_only,active,,,,
#480:J-11,J-11,漁場,#480,499,899,,3,TRUE,TRUE,transit,active,,,,
#480:j-12,j-12,都市,#480,549,949,,8,TRUE,TRUE,target_only,active,,,,
#480:j-14,j-14,都市,#480,649,949,,8,TRUE,TRUE,target_only,active,,,,
#480:j-16,j-16,都市,#480,749,949,,8,TRUE,TRUE,target_only,active,,,,
#480:J-17,J-17,漁場,#480,799,899,,3,TRUE,TRUE,transit,active,,,,
#480:j-18,j-18,都市,#480,849,949,,8,TRUE,TRUE,target_only,active,,,,
#480:j-2,j-2,都市,#480,49,949,,8,TRUE,TRUE,target_only,active,,,,
#480:J-3,J-3,漁場,#480,99,899,,3,TRUE,TRUE,transit,active,,,,
#480:j-4,j-4,都市,#480,149,949,,8,TRUE,TRUE,target_only,active,,,,
#480:j-6,j-6,都市,#480,249,949,,8,TRUE,TRUE,target_only,active,,,,
#480:j-8,j-8,都市,#480,349,949,,8,TRUE,TRUE,target_only,active,,,,
#480:K-1,K-1,漁場,#480,20,978,,3,TRUE,TRUE,transit,active,,,,
#480:K-13,K-13,漁場,#480,599,978,,3,TRUE,TRUE,transit,active,,,,
#480:K-21,K-21,漁場,#480,978,978,,3,TRUE,TRUE,transit,active,,,,
#480:K-3,K-3,漁場,#480,99,978,,3,TRUE,TRUE,transit,active,,,,
#503:K-17,K-17,漁場,#503,799,978,,3,TRUE,TRUE,transit,active,,,,
#503:F-21,F-21,漁場,#503,978,499,,3,TRUE,TRUE,transit,active,,,,
#503:j-12,j-12,都市,#503,549,949,,8,TRUE,TRUE,target_only,active,,,,
#503:j-10,j-10,都市,#503,449,949,,8,TRUE,TRUE,target_only,active,,,,
#503:G-7,G-7,漁場,#503,299,599,,3,TRUE,TRUE,transit,active,,,,
#503:B-15,B-15,漁場,#503,699,99,,3,TRUE,TRUE,transit,active,,,,
#503:E-3,E-3,漁場,#503,99,399,,3,TRUE,TRUE,transit,active,,,,
#503:D-7,D-7,漁場,#503,299,299,,3,TRUE,TRUE,transit,active,,,,
#503:F-9,F-9,漁場,#503,399,499,,3,TRUE,TRUE,transit,active,,,,
#503:H-3,H-3,漁場,#503,99,699,,3,TRUE,TRUE,transit,active,,,,
#503:A-13,A-13,漁場,#503,599,20,,3,TRUE,TRUE,transit,active,,,,
#503:A-5,A-5,漁場,#503,199,20,,3,TRUE,TRUE,transit,active,,,,
#503:A-17,A-17,漁場,#503,799,20,,3,TRUE,TRUE,transit,active,,,,
#503:A-15,A-15,漁場,#503,699,20,,3,TRUE,TRUE,transit,active,,,,
#503:E-17,E-17,漁場,#503,799,399,,3,TRUE,TRUE,transit,active,,,,
#503:A-9,A-9,漁場,#503,399,20,,3,TRUE,TRUE,transit,active,,,,
#503:f-14,f-14,都市,#503,649,549,,8,TRUE,TRUE,target_only,active,,,,
#503:i-12,i-12,都市,#503,549,849,,8,TRUE,TRUE,target_only,active,,,,
#503:i-10,i-10,都市,#503,449,849,,8,TRUE,TRUE,target_only,active,,,,
#503:K-1,K-1,漁場,#503,20,978,,3,TRUE,TRUE,transit,active,,,,
#503:h-8,h-8,都市,#503,349,749,,8,TRUE,TRUE,target_only,active,,,,
#503:e-8,e-8,都市,#503,349,449,,8,TRUE,TRUE,target_only,active,,,,
#503:b-12,b-12,都市,#503,549,149,,8,TRUE,TRUE,target_only,active,,,,
#503:d-10,d-10,都市,#503,449,349,,8,TRUE,TRUE,target_only,active,,,,
#503:d-12,d-12,都市,#503,549,349,,8,TRUE,TRUE,target_only,active,,,,
#503:I-17,I-17,漁場,#503,799,799,,3,TRUE,TRUE,transit,active,,,,
#503:J-17,J-17,漁場,#503,799,899,,3,TRUE,TRUE,transit,active,,,,
#503:i-14,i-14,都市,#503,649,849,,8,TRUE,TRUE,target_only,active,,,,
#503:j-14,j-14,都市,#503,649,949,,8,TRUE,TRUE,target_only,active,,,,
#503:I-7,I-7,漁場,#503,299,799,,3,TRUE,TRUE,transit,active,,,,
#503:I-9,I-9,漁場,#503,399,799,,3,TRUE,TRUE,transit,active,,,,
#503:b-6,b-6,都市,#503,249,149,,8,TRUE,TRUE,target_only,active,,,,
#503:b-8,b-8,都市,#503,349,149,,8,TRUE,TRUE,target_only,active,,,,
#503:g-10,g-10,都市,#503,449,649,,8,TRUE,TRUE,target_only,active,,,,
#503:i-8,i-8,都市,#503,349,849,,8,TRUE,TRUE,target_only,active,,,,
#503:f-8,f-8,都市,#503,349,549,,8,TRUE,TRUE,target_only,active,,,,
#503:G-5,G-5,漁場,#503,199,599,,3,TRUE,TRUE,transit,active,,,,
#503:I-13,I-13,漁場,#503,599,799,,3,TRUE,TRUE,transit,active,,,,
#503:H-13,H-13,漁場,#503,599,699,,3,TRUE,TRUE,transit,active,,,,
#503:h-2,h-2,交易地,#503,49,749,,1,TRUE,FALSE,isolated,active,,,,
#503:a-2,a-2,交易地,#503,49,49,,1,TRUE,FALSE,isolated,active,,,,
#503:b-2,b-2,交易地,#503,49,149,,1,TRUE,FALSE,isolated,active,,,,
#503:c-2,c-2,交易地,#503,49,249,,1,TRUE,FALSE,isolated,active,,,,
#503:d-2,d-2,交易地,#503,49,349,,1,TRUE,FALSE,isolated,active,,,,
#503:e-2,e-2,交易地,#503,49,449,,1,TRUE,FALSE,isolated,active,,,,
#503:f-2,f-2,交易地,#503,49,549,,1,TRUE,FALSE,isolated,active,,,,
#503:g-2,g-2,交易地,#503,49,649,,1,TRUE,FALSE,isolated,active,,,,
#503:i-2,i-2,交易地,#503,49,849,,1,TRUE,FALSE,isolated,active,,,,
#503:j-2,j-2,交易地,#503,49,949,,1,TRUE,FALSE,isolated,active,,,,
#503:D-15,D-15,漁場,#503,699,299,,3,TRUE,TRUE,transit,active,,,,
#503:J-9,J-9,漁場,#503,399,899,,3,TRUE,TRUE,transit,active,,,,
#503:J-7,J-7,漁場,#503,299,899,,3,TRUE,TRUE,transit,active,,,,
#503:H-21,H-21,漁場,#503,978,699,,3,TRUE,TRUE,transit,active,,,,
#503:D-3,D-3,漁場,#503,99,299,,3,TRUE,TRUE,transit,active,,,,
#503:G-19,G-19,漁場,#503,899,599,,3,TRUE,TRUE,transit,active,,,,
#503:B-19,B-19,漁場,#503,899,99,,3,TRUE,TRUE,transit,active,,,,
#503:E-15,E-15,漁場,#503,699,399,,3,TRUE,TRUE,transit,active,,,,
#503:I-11,I-11,漁場,#503,499,799,,3,TRUE,TRUE,transit,active,,,,
#503:C-5,C-5,漁場,#503,199,199,,3,TRUE,TRUE,transit,active,,,,
#503:B-5,B-5,漁場,#503,199,99,,3,TRUE,TRUE,transit,active,,,,
#503:K-5,K-5,漁場,#503,199,978,,3,TRUE,TRUE,transit,active,,,,
#503:K-7,K-7,漁場,#503,299,978,,3,TRUE,TRUE,transit,active,,,,
#503:F-5,F-5,漁場,#503,199,499,,3,TRUE,TRUE,transit,active,,,,
#503:d-14,d-14,都市,#503,649,349,,8,TRUE,TRUE,target_only,active,,,,
#503:b-16,b-16,都市,#503,749,149,,8,TRUE,TRUE,target_only,active,,,,
#503:g-12,g-12,都市,#503,549,649,,8,TRUE,TRUE,target_only,active,,,,
#503:g-8,g-8,都市,#503,349,649,,8,TRUE,TRUE,target_only,active,,,,
#503:e-14,e-14,都市,#503,649,449,,8,TRUE,TRUE,target_only,active,,,,
#503:g-14,g-14,都市,#503,649,649,,8,TRUE,TRUE,target_only,active,,,,
#503:g-6,g-6,都市,#503,249,649,,8,TRUE,TRUE,target_only,active,,,,
#503:J-11,J-11,漁場,#503,499,899,,3,TRUE,TRUE,transit,active,,,,
#503:j-8,j-8,都市,#503,349,949,,8,TRUE,TRUE,target_only,active,,,,
#503:a-20,a-20,都市,#503,949,49,,8,TRUE,TRUE,target_only,active,,,,
#503:J-15,J-15,漁場,#503,699,899,,3,TRUE,TRUE,transit,active,,,,
#503:a-4,a-4,都市,#503,149,49,,8,TRUE,TRUE,target_only,active,,,,
#503:B-7,B-7,漁場,#503,299,99,,3,TRUE,TRUE,transit,active,,,,
#503:F-3,F-3,漁場,#503,99,499,,3,TRUE,TRUE,transit,active,,,,
#503:B-9,B-9,漁場,#503,399,99,,3,TRUE,TRUE,transit,active,,,,
#503:C-7,C-7,漁場,#503,299,199,,3,TRUE,TRUE,transit,active,,,,
#503:I-1,I-1,漁場,#503,20,799,,3,TRUE,TRUE,transit,active,,,,
#503:J-3,J-3,漁場,#503,99,899,,3,TRUE,TRUE,transit,active,,,,
#503:E-7,E-7,漁場,#503,299,399,,3,TRUE,TRUE,transit,active,,,,
#503:G-3,G-3,漁場,#503,99,599,,3,TRUE,TRUE,transit,active,,,,
#503:A-1,A-1,漁場,#503,20,20,,3,TRUE,TRUE,transit,active,,,,
#503:a-10,a-10,都市,#503,449,49,,8,TRUE,TRUE,target_only,active,,,,
#503:A-11,A-11,漁場,#503,499,20,,3,TRUE,TRUE,transit,active,,,,
#503:a-12,a-12,都市,#503,549,49,,8,TRUE,TRUE,target_only,active,,,,
#503:a-14,a-14,都市,#503,649,49,,8,TRUE,TRUE,target_only,active,,,,
#503:a-16,a-16,都市,#503,749,49,,8,TRUE,TRUE,target_only,active,,,,
#503:a-18,a-18,都市,#503,849,49,,8,TRUE,TRUE,target_only,active,,,,
#503:A-19,A-19,漁場,#503,899,20,,3,TRUE,TRUE,transit,active,,,,
#503:A-21,A-21,漁場,#503,978,20,,3,TRUE,TRUE,transit,active,,,,
#503:A-3,A-3,漁場,#503,99,20,,3,TRUE,TRUE,transit,active,,,,
#503:a-6,a-6,都市,#503,249,49,,8,TRUE,TRUE,target_only,active,,,,
#503:A-7,A-7,漁場,#503,299,20,,3,TRUE,TRUE,transit,active,,,,
#503:a-8,a-8,都市,#503,349,49,,8,TRUE,TRUE,target_only,active,,,,
#503:B-1,B-1,漁場,#503,20,99,,3,TRUE,TRUE,transit,active,,,,
#503:b-10,b-10,都市,#503,449,149,,8,TRUE,TRUE,target_only,active,,,,
#503:B-11,B-11,漁場,#503,499,99,,3,TRUE,TRUE,transit,active,,,,
#503:B-13,B-13,漁場,#503,599,99,,3,TRUE,TRUE,transit,active,,,,
#503:b-14,b-14,都市,#503,649,149,,8,TRUE,TRUE,target_only,active,,,,
#503:B-17,B-17,漁場,#503,799,99,,3,TRUE,TRUE,transit,active,,,,
#503:b-18,b-18,都市,#503,849,149,,8,TRUE,TRUE,target_only,active,,,,
#503:b-20,b-20,都市,#503,949,149,,8,TRUE,TRUE,target_only,active,,,,
#503:B-21,B-21,漁場,#503,978,99,,3,TRUE,TRUE,transit,active,,,,
#503:B-3,B-3,漁場,#503,99,99,,3,TRUE,TRUE,transit,active,,,,
#503:b-4,b-4,都市,#503,149,149,,8,TRUE,TRUE,target_only,active,,,,
#503:C-1,C-1,漁場,#503,20,199,,3,TRUE,TRUE,transit,active,,,,
#503:c-10,c-10,都市,#503,449,249,,8,TRUE,TRUE,target_only,active,,,,
#503:C-11,C-11,漁場,#503,499,199,,3,TRUE,TRUE,transit,active,,,,
#503:c-12,c-12,都市,#503,549,249,,8,TRUE,TRUE,target_only,active,,,,
#503:C-13,C-13,漁場,#503,599,199,,3,TRUE,TRUE,transit,active,,,,
#503:c-14,c-14,都市,#503,649,249,,8,TRUE,TRUE,target_only,active,,,,
#503:C-15,C-15,漁場,#503,699,199,,3,TRUE,TRUE,transit,active,,,,
#503:c-16,c-16,都市,#503,749,249,,8,TRUE,TRUE,target_only,active,,,,
#503:C-17,C-17,漁場,#503,799,199,,3,TRUE,TRUE,transit,active,,,,
#503:c-18,c-18,都市,#503,849,249,,8,TRUE,TRUE,target_only,active,,,,
#503:C-19,C-19,漁場,#503,899,199,,3,TRUE,TRUE,transit,active,,,,
#503:c-20,c-20,都市,#503,949,249,,8,TRUE,TRUE,target_only,active,,,,
#503:C-21,C-21,漁場,#503,978,199,,3,TRUE,TRUE,transit,active,,,,
#503:C-3,C-3,漁場,#503,99,199,,3,TRUE,TRUE,transit,active,,,,
#503:c-4,c-4,都市,#503,149,249,,8,TRUE,TRUE,target_only,active,,,,
#503:c-6,c-6,都市,#503,249,249,,8,TRUE,TRUE,target_only,active,,,,
#503:c-8,c-8,都市,#503,349,249,,8,TRUE,TRUE,target_only,active,,,,
#503:C-9,C-9,漁場,#503,399,199,,3,TRUE,TRUE,transit,active,,,,
#503:D-1,D-1,漁場,#503,20,299,,3,TRUE,TRUE,transit,active,,,,
#503:D-11,D-11,漁場,#503,499,299,,3,TRUE,TRUE,transit,active,,,,
#503:D-13,D-13,漁場,#503,599,299,,3,TRUE,TRUE,transit,active,,,,
#503:d-16,d-16,都市,#503,749,349,,8,TRUE,TRUE,target_only,active,,,,
#503:D-17,D-17,漁場,#503,799,299,,3,TRUE,TRUE,transit,active,,,,
#503:d-18,d-18,都市,#503,849,349,,8,TRUE,TRUE,target_only,active,,,,
#503:D-19,D-19,漁場,#503,899,299,,3,TRUE,TRUE,transit,active,,,,
#503:d-20,d-20,都市,#503,949,349,,8,TRUE,TRUE,target_only,active,,,,
#503:D-21,D-21,漁場,#503,978,299,,3,TRUE,TRUE,transit,active,,,,
#503:d-4,d-4,都市,#503,149,349,,8,TRUE,TRUE,target_only,active,,,,
#503:D-5,D-5,漁場,#503,199,299,,3,TRUE,TRUE,transit,active,,,,
#503:d-6,d-6,都市,#503,249,349,,8,TRUE,TRUE,target_only,active,,,,
#503:d-8,d-8,都市,#503,349,349,,8,TRUE,TRUE,target_only,active,,,,
#503:D-9,D-9,漁場,#503,399,299,,3,TRUE,TRUE,transit,active,,,,
#503:E-1,E-1,漁場,#503,20,399,,3,TRUE,TRUE,transit,active,,,,
#503:e-10,e-10,都市,#503,449,449,,8,TRUE,TRUE,target_only,active,,,,
#503:E-11,E-11,漁場,#503,499,399,,3,TRUE,TRUE,transit,active,,,,
#503:e-12,e-12,都市,#503,549,449,,8,TRUE,TRUE,target_only,active,,,,
#503:E-13,E-13,漁場,#503,599,399,,3,TRUE,TRUE,transit,active,,,,
#503:e-16,e-16,都市,#503,749,449,,8,TRUE,TRUE,target_only,active,,,,
#503:e-18,e-18,都市,#503,849,449,,8,TRUE,TRUE,target_only,active,,,,
#503:E-19,E-19,漁場,#503,899,399,,3,TRUE,TRUE,transit,active,,,,
#503:e-20,e-20,都市,#503,949,449,,8,TRUE,TRUE,target_only,active,,,,
#503:E-21,E-21,漁場,#503,978,399,,3,TRUE,TRUE,transit,active,,,,
#503:e-4,e-4,都市,#503,149,449,,8,TRUE,TRUE,target_only,active,,,,
#503:E-5,E-5,漁場,#503,199,399,,3,TRUE,TRUE,transit,active,,,,
#503:e-6,e-6,都市,#503,249,449,,8,TRUE,TRUE,target_only,active,,,,
#503:E-9,E-9,漁場,#503,399,399,,3,TRUE,TRUE,transit,active,,,,
#503:F-1,F-1,漁場,#503,20,499,,3,TRUE,TRUE,transit,active,,,,
#503:f-10,f-10,都市,#503,449,549,,8,TRUE,TRUE,target_only,active,,,,
#503:F-11,F-11,漁場,#503,499,499,,3,TRUE,TRUE,transit,active,,,,
#503:f-12,f-12,都市,#503,549,549,,8,TRUE,TRUE,target_only,active,,,,
#503:F-13,F-13,漁場,#503,599,499,,3,TRUE,TRUE,transit,active,,,,
#503:F-15,F-15,漁場,#503,699,499,,3,TRUE,TRUE,transit,active,,,,
#503:f-16,f-16,都市,#503,749,549,,8,TRUE,TRUE,target_only,active,,,,
#503:F-17,F-17,漁場,#503,799,499,,3,TRUE,TRUE,transit,active,,,,
#503:f-18,f-18,都市,#503,849,549,,8,TRUE,TRUE,target_only,active,,,,
#503:F-19,F-19,漁場,#503,899,499,,3,TRUE,TRUE,transit,active,,,,
#503:f-20,f-20,都市,#503,949,549,,8,TRUE,TRUE,target_only,active,,,,
#503:f-4,f-4,都市,#503,149,549,,8,TRUE,TRUE,target_only,active,,,,
#503:f-6,f-6,都市,#503,249,549,,8,TRUE,TRUE,target_only,active,,,,
#503:F-7,F-7,漁場,#503,299,499,,3,TRUE,TRUE,transit,active,,,,
#503:G-1,G-1,漁場,#503,20,599,,3,TRUE,TRUE,transit,active,,,,
#503:G-11,G-11,漁場,#503,499,599,,3,TRUE,TRUE,transit,active,,,,
#503:G-13,G-13,漁場,#503,599,599,,3,TRUE,TRUE,transit,active,,,,
#503:G-15,G-15,漁場,#503,699,599,,3,TRUE,TRUE,transit,active,,,,
#503:g-16,g-16,都市,#503,749,649,,8,TRUE,TRUE,target_only,active,,,,
#503:G-17,G-17,漁場,#503,799,599,,3,TRUE,TRUE,transit,active,,,,
#503:g-18,g-18,都市,#503,849,649,,8,TRUE,TRUE,target_only,active,,,,
#503:g-20,g-20,都市,#503,949,649,,8,TRUE,TRUE,target_only,active,,,,
#503:G-21,G-21,漁場,#503,978,599,,3,TRUE,TRUE,transit,active,,,,
#503:g-4,g-4,都市,#503,149,649,,8,TRUE,TRUE,target_only,active,,,,
#503:G-9,G-9,漁場,#503,399,599,,3,TRUE,TRUE,transit,active,,,,
#503:H-1,H-1,漁場,#503,20,699,,3,TRUE,TRUE,transit,active,,,,
#503:h-10,h-10,都市,#503,449,749,,8,TRUE,TRUE,target_only,active,,,,
#503:H-11,H-11,漁場,#503,499,699,,3,TRUE,TRUE,transit,active,,,,
#503:h-12,h-12,都市,#503,549,749,,8,TRUE,TRUE,target_only,active,,,,
#503:h-14,h-14,都市,#503,649,749,,8,TRUE,TRUE,target_only,active,,,,
#503:H-15,H-15,漁場,#503,699,699,,3,TRUE,TRUE,transit,active,,,,
#503:h-16,h-16,都市,#503,749,749,,8,TRUE,TRUE,target_only,active,,,,
#503:H-17,H-17,漁場,#503,799,699,,3,TRUE,TRUE,transit,active,,,,
#503:h-18,h-18,都市,#503,849,749,,8,TRUE,TRUE,target_only,active,,,,
#503:H-19,H-19,漁場,#503,899,699,,3,TRUE,TRUE,transit,active,,,,
#503:h-20,h-20,都市,#503,949,749,,8,TRUE,TRUE,target_only,active,,,,
#503:h-4,h-4,都市,#503,149,749,,8,TRUE,TRUE,target_only,active,,,,
#503:H-5,H-5,漁場,#503,199,699,,3,TRUE,TRUE,transit,active,,,,
#503:h-6,h-6,都市,#503,249,749,,8,TRUE,TRUE,target_only,active,,,,
#503:H-7,H-7,漁場,#503,299,699,,3,TRUE,TRUE,transit,active,,,,
#503:H-9,H-9,漁場,#503,399,699,,3,TRUE,TRUE,transit,active,,,,
#503:I-15,I-15,漁場,#503,699,799,,3,TRUE,TRUE,transit,active,,,,
#503:i-16,i-16,都市,#503,749,849,,8,TRUE,TRUE,target_only,active,,,,
#503:i-18,i-18,都市,#503,849,849,,8,TRUE,TRUE,target_only,active,,,,
#503:I-19,I-19,漁場,#503,899,799,,3,TRUE,TRUE,transit,active,,,,
#503:i-20,i-20,都市,#503,949,849,,8,TRUE,TRUE,target_only,active,,,,
#503:I-21,I-21,漁場,#503,978,799,,3,TRUE,TRUE,transit,active,,,,
#503:I-3,I-3,漁場,#503,99,799,,3,TRUE,TRUE,transit,active,,,,
#503:i-4,i-4,都市,#503,149,849,,8,TRUE,TRUE,target_only,active,,,,
#503:I-5,I-5,漁場,#503,199,799,,3,TRUE,TRUE,transit,active,,,,
#503:i-6,i-6,都市,#503,249,849,,8,TRUE,TRUE,target_only,active,,,,
#503:J-1,J-1,漁場,#503,20,899,,3,TRUE,TRUE,transit,active,,,,
#503:J-13,J-13,漁場,#503,599,899,,3,TRUE,TRUE,transit,active,,,,
#503:j-16,j-16,都市,#503,749,949,,8,TRUE,TRUE,target_only,active,,,,
